Sample_IPO3916_C4_R2	28846.0	7751.0	6829.0	5767.0	4780.0	3962.0	3968.0	3826.0	3911.0	4109.0	4244.0	4570.0	5014.0	5436.0	5954.0	6792.0	8004.0	9665.0	11431.0	14068.0	18874.0	25638.0	33046.0	41108.0	48933.0	58217.0	69018.0	82024.0	99894.0	123930.0	161527.0	227483.0	365377.0	787772.0	2482665.0
Sample_IPO3916_C5_R1	234.0	160.0	298.0	430.0	669.0	1027.0	1349.0	1737.0	2108.0	2453.0	2804.0	3179.0	3520.0	3955.0	4280.0	4596.0	5081.0	5776.0	6532.0	7557.0	9373.0	11875.0	15327.0	20801.0	28567.0	38435.0	51362.0	66149.0	87963.0	117049.0	161263.0	233456.0	383557.0	860743.0	2955861.0
Sample_IPO3916_C5_R2	23128.0	5722.0	4989.0	4379.0	3713.0	3543.0	3560.0	3885.0	4107.0	4327.0	4702.0	5025.0	5513.0	6042.0	6769.0	7469.0	8678.0	10113.0	11671.0	14014.0	17715.0	23369.0	29803.0	37175.0	45024.0	54874.0	66084.0	79486.0	97950.0	125222.0	164848.0	233334.0	371581.0	784534.0	2827178.0
Sample_IPO3916_C6_R1	414.0	296.0	548.0	794.0	1266.0	2048.0	2716.0	3246.0	3988.0	4830.0	5943.0	6602.0	7619.0	8465.0	9313.0	10359.0	11346.0	13021.0	15040.0	17604.0	21605.0	26688.0	34916.0	46055.0	61292.0	80760.0	106632.0	138977.0	183535.0	247214.0	341000.0	493205.0	795260.0	1746997.0	4290695.0
Sample_IPO3916_C6_R2	35372.0	7513.0	6422.0	5619.0	5085.0	4737.0	5031.0	5559.0	5851.0	6409.0	7012.0	7614.0	8497.0	9246.0	10255.0	11688.0	13144.0	15305.0	18091.0	21741.0	26836.0	34740.0	44438.0	55458.0	68763.0	83906.0	104333.0	128441.0	163362.0	211228.0	285708.0	412329.0	667136.0	1401615.0	4841805.0
Sample_IPO3916_C7_R1	288.0	194.0	324.0	493.0	758.0	1153.0	1521.0	1975.0	2404.0	2854.0	3458.0	3871.0	4307.0	4697.0	5285.0	5900.0	6486.0	7349.0	8675.0	9954.0	12304.0	14983.0	19584.0	25993.0	34712.0	46173.0	60554.0	79448.0	105627.0	142841.0	198446.0	287461.0	452556.0	956838.0	2956633.0
Sample_IPO3916_C7_R2	15180.0	3890.0	3422.0	3137.0	2879.0	2737.0	2739.0	3108.0	3248.0	3752.0	3947.0	4118.0	4611.0	5053.0	5793.0	6542.0	7401.0	8768.0	10104.0	12105.0	15317.0	19546.0	25435.0	31297.0	38930.0	47948.0	58597.0	73040.0	93129.0	122206.0	165885.0	240350.0	389837.0	827108.0	3204940.0
Sample_IPO3916_C8_R1	211.0	139.0	225.0	347.0	537.0	851.0	1052.0	1381.0	1626.0	1939.0	2253.0	2627.0	2858.0	3150.0	3499.0	3806.0	4209.0	4605.0	5570.0	6489.0	7896.0	10152.0	13491.0	18402.0	24610.0	33238.0	43474.0	57684.0	75490.0	101357.0	138500.0	199875.0	322414.0	715120.0	2721628.0
Sample_IPO3916_C8_R2	14611.0	4558.0	4058.0	3480.0	3154.0	2970.0	2957.0	3163.0	3441.0	3643.0	3857.0	4185.0	4641.0	5134.0	5833.0	6515.0	7308.0	8766.0	10260.0	12455.0	15872.0	20580.0	26485.0	32756.0	40177.0	47828.0	58033.0	70079.0	86656.0	109446.0	145224.0	204074.0	323363.0	677119.0	2558024.0
Sample_IPO3916_C9_R1	323.0	218.0	329.0	491.0	876.0	1257.0	1617.0	2024.0	2446.0	3060.0	3570.0	4017.0	4599.0	5041.0	5565.0	6060.0	6780.0	7636.0	8701.0	10204.0	12334.0	15564.0	20020.0	26644.0	35895.0	47763.0	63332.0	83412.0	110653.0	147570.0	204761.0	297021.0	478342.0	1043876.0	3213331.0
Sample_IPO3916_C9_R2	18090.0	4787.0	3970.0	3625.0	3259.0	3009.0	3126.0	3299.0	3585.0	4018.0	4193.0	4512.0	5036.0	5552.0	6216.0	7043.0	8110.0	9403.0	10828.0	13015.0	16451.0	21393.0	27627.0	34717.0	42859.0	52020.0	64549.0	79909.0	101652.0	132169.0	177973.0	256734.0	416104.0	893832.0	3432667.0
